"( S) Saksa","Sáksi"
"varustaa (verkko) kiveksillä, kivestää, painottaa","giktadit"
"varustaa (verkko) kiveksillä, kivestää, painottaa","giktet"
"varustaa ahkio jalaksen tai emäpuun vahvikkeella, lisäjalaksella; pohjata vuotakenkä","solgádit"
"varustaa ahkio jalaksen tai emäpuun vahvikkeella, lisäjalaksella; pohjata vuotakenkä","solgat"
"varustaa eväillä, evästää, muonittaa","nistet"
"varustaa hihalla, panna hiha jhk","soadjádit"
"varustaa holkilla","holket"
"varustaa holkilla, heloittaa (puukko)","hoalkadit"
"varustaa iltillä, kaudolla, neuloa kenkään iltti, kauto","alddastit"
"varustaa kääreellä, suojuksella","dovdnjet"
"varustaa kahvalla, rivalla","geavjadit"
"varustaa karvanahkaisella vuorilla","dieskkardit"
"varustaa kaulaimella, (fig.) panna ikeeseen, alistaa","guovllastit"
"varustaa kauluksella","čeabehastit"
"varustaa kilkuralla, (riippuvalla t. puisella) nimilapulla","gilkorastit"
"varustaa lipalla","gaibadit"
"varustaa mäystimellä","bessodastit"
"varustaa miehen lapintakki reunakoristeella","luoskut"
"varustaa permiköillä (tulisijan ja kodan oven väli)","bearpmehastit"
"varustaa pienalla, pienata","noarvádit"
"varustaa pienalla, pienata","noarvat"
"varustaa puuhkalla, vierkillä (miehen lapinlakki)","viergádit"
"varustaa puuhkalla, vierkillä (miehen lapinlakki)","viergat"
"varustaa ristillä; sivellä ristillä (kirkollisten toimitusten yhteydessä)","rusˈset"
"varustaa sammalilla, turpeilla","darfet"
"varustaa suimuksella, suulla (esim. säpäkkeitä)","njálbmat"
"varustaa tereellä; terittää; terästää","dearistit"
"varustaa tupsuilla, liehukkeilla","dihppet"
"varustaa tupsuilla, liehukkeilla; kulua tupsumaiseksi, tupsuuntua","diehppat"
"varustaa veralla, verkakaistaleella (lapintakki, peski)","láđˈđet"
"varustaa vetosolmulla, panna vetosolmu","snurtet"
"varustaa, vahvistaa (vaatekappale) kiilalla, kauteella","vuovzit"
"varustamo","=, skiipafitnodat, rederiija"
"varustautua","ráhkkanit, rustát ~ rustet; varustautua matkaan rustát ~ rustet mátkái, rustet"
"varuste","-rg-, bierggas, rusttet, lassebierggas, reaidu, rusttet:g, lassibierggas"
"varustelu (mil.)","soahterusten, vearjorusten"
"varustelu","vearjorusten:m, soahterusten:m"
"varvas","nimetön varvas orbbeš(:ž), juolgesuorbma"
"varvasastuja (esim. kissaeläimet)","suorbmavázzi"
"varvasastuja","suorbmavázzi, ="
"varvasluu","suorbmadákti"
"värvätä (esim. sotilaaksi, merimieheksi)","bálkáhit, bestet, vervet"
"värvätä","bálkáhit, bestet, vervet, oažžut"
"vasa (lattian)","niskkis, -ská-:Ø, bielka"
"vasa (poron, peuran, hirven)","saada paljon vasoja miesáiduvvat, punaruskeakarvainen vasa ruksesmiessi, miessi; vastasyntynyt vasa njuoratmiessi, punaruskeankarvainen vasa ruksesmiessi, miessi, vastasyntynyt, vastasyntynyt vasa njuoratmiessi, vieroitettu vasa suohpáhas"
"väsähtää (hieman)","viesihit"
"väsähtää","viesihit, viessat, váibbihit"
"väsähtää, väsyä (hieman)","viessat"
"vasakas","ks. runsasvasainen"
"vasannahka","miessadat, miessadat ~ miessádat, miesenáhkki"
"vasannahka","miessadat"
"vasannahka-","miesá-"
"vasansa hylkäävä vaadin","suohppá"
"vasara","veahčir ~ veažir, veahčir, -hč-"
"vasara; moukari (urh.)","veahčir"
"vasarakirveskulttuuri","veahčerákšokultuvra"
"vasaransilmä","veahčeršalbmi"
"vasaroida","veažirdit"
"vasaton","mieseh/eapme (-is)"
"vasaton; jossa tai jolla on vähän vasoja","mieseheapme"
"vasavaadin","miesseáldu"
"vaseliini","vaseliidna"
"vasemmanpuoleinen","gurut (gieđa) beale (gen.sg.), gurutbeallásaš, gurutbeallásaš; vasemmanpuoleinen liikenne gurutbeallásaš johtalus"
"vasemmisto","gurut bealli"
"vasemmistolainen","gurut beale olmmoš"
"vasemmistopuolue","gurutbellodat"
"vasen (vasempa-)","vasemmalla gurut (gieđa) bealde, vasemmalle gurut (gieđa) beallai, gurut"
"vasen","gurut"
"vasen","puoli gurutbealli; vasemmalla puolella gurutbealde, vasenta puolta gurutbeale, gurut, vasemmalle puolelle gurutbeallai"
"vasenkätinen","gurutgieđat:g, gurutgieđat"
"vasikka (lehmän)","peuran, suollemas dárkojeaddji, (poron, =, gálbi, hirven) miessi; (poliisin tms) suollemas dieđiheaddji"
"vasikka","gálbi"
"vasikoida","guoddit gálbbi; (halventavasti) guoddalit, guaddit, váidit bolesii"
"vasiten","válden muđui dušše, vásedin, dáhtul, ieš, eaktodáhtos; (muuten vain) muđui(d) dušše, otin sen vasiten ieš válden"
"vasittu","vásedin, dihto"
"vaski","veaiki"
"vaskipuhallin","veaikeboson"
"vaskitsa","veaikegearpmaš, -rbm-"
"vasoa (yhdestä porovaatimesta)","guoddit; (useista) guottadit"
"vasoa","guoddit"
"vasoa, poikia, munia (useasta eläimestä)","guottadit"
"vasoja","guoddi, ="
"vasominen, vasonta","guottet"
"vasomisalue","guotteteana(n)"
"vasomispaikka","guottetsadji, guottetbáiki"
"vasonta (vasominen)","guottet; vasonnan päävaihe váldoguottet"
"vasottaa (porovaatimia)","guottehit"
"vasotus","guotteheapmi"
"vasta (vihta)","lastarissit (pl.), lastaris'segihppu, sávdnerissit (pl.)"
"vasta","easkka"
"vasta","varrasis, easkka ládje, easkkabáliid, se on vasta mennyt tästä ohi dat lea varrasis mannan dákko, vasta lypsettynä hohčin viđá ~ bohčinviđá; (äsken) eske, vasta kaadettuna (saaliista) báhčin viđá ~ bá hčinviđá, tuli vasta nyt easka dál bođii, easkka ~ easka, hän kävi täällä vasta son finai eske dás, easka ~ easkka"
"vasta-aine","vuosteávnnas"
"vasta-alkaja","álggahal'li, easkkaálgi, easkaálgi, ="
"vasta-ammuttu(na)","báhčinviđá"
"vastaaja","(rikosasiassa) áššáskuhtton, vástideaddji, =, áššáskuhtton, vástideaddji; (jur.) áššáskuhtton"
"vastaajakelpoisuus","dohkálašvuohta"
"vastaajapuoli","vástideaddjibealli"
"vastaamisvelvollisuus","vástidangeatnegasvuohta, "
"vastaan","todisti minua vastaan duođaštii mu vuostá, erit. epäystävällisesti) duostut, ottaa vastaan váldit vuostá(i) ~ vuostá(i)váldit, vuostá ~ vuostái, ei ole mitään sitä vastaan ii leat mihkkege dan vuostá, asettua (jkta) vastaan vuosttaldit (soapmása), vuostáiváldit, rikkoi kaiken mikä tuli vastaan bilidii buot man guovdu bođii; (tulemisesta) ovddal, olla (jnk tekemistä) vastaan vuosttaldit (+akt. lok.); (kohdalle) guovdu, (jku, ottaa vastaan váldit vuostái, panna vastaan vuosttaldit, vuostá ~ vuostái; väittää vastaan nágget vuostái, tuli häntä vastaan bođii su ovddal, hän oli vastaan son lei vuostái, väittää vavtaan nágget vuostá(i), vuostálastit; (tulemisesta) ovddal, jotka ovat meitä vastaan rikkoneet geat leat min vuostá rihkkon, tuli minua vastaan bođii mu ovddal"
"vastaan, vasten, vastoin, (jstak uhkaavasta:) kohti, jne.","vuostá"
"vastaanotin","vuostá(i)váldi, vuostáiváldi, ="
"vastaanottaa","vuostáiváldit, vuostá(i)váldit"
"vastaanottaja","vuostáváldi, vuostá(i)váldi, vuostáiváldi, ="
"vastaanotto (erit. vastaanotettavan kannalta)","vuostáváldojupmi"
"vastaanotto (esim. hotellin)","vuostáiválddáhat"
"vastaanotto","vuostáiváldin, vuostá(i)váldin:m"
"vastaanotto-apulainen","vuostáiváldinveahkki"
"vastaanottotodistus","vuostáiváldinduođaštus, vuostáváldinduođaštus, vuostá(i)váldinduođaštus"
"vastaantuleva","ovddalboahtti, ="
"vastaantulija",", ovddalboahtti"
"vastaava","danveardásaš; vástideaddji, , aktiiva, vástideaddji, =, vásttolaš"
"vastaavanlainen","seammasullasaš, =, vástideaddji"
"vastaavasti","vástideaddjiláhkái"
"vastaehdokas","vuosteevttohas, vuostteevttohas"
"vastahaaste","vuostestevnnet"
"vastahakoinen","gážžár# -is, háluh/eapme (-is), dáhtuh/eapme (-is), háluheapme, gážžár (-is), vuostehágolaš, dáhtuheapme"
"vastahakoinen, penseä, ynseä","gážžár"
"vastahakoisesti","il'lámielain, dáhtuheamet, il'lámielas"
"vastahakoisuus","háluhisvuohta"
"vastahakoisuus","vuosteháhku, háluhisvuohta, dáhtuhisvuohta, vuostemiella"
"vastahyökkäys","vuostefal'leheapmi"
"vastailla","goalgŋadit, vástádallat; (ottaa tukea jstak) doarjut, doarjjuhit (+ill.); (tokan reunoja paimennettaessa) goalgŋat"
"vastailla","vástádallat"
"vastailla, paimentaa tokan reunoja vastaillen, paimentaa rauhallisesti","goalgŋat"
"vastainen (tuleva)","lauantain vastaisena yönä lávvordat čuovganeapmai, boahttevaš; (vastaan oleva) vuoste-, lea vuostebiegga, tuuli on vastainen biegga lea vuostá"
"vastainen","vuostásaš, yhteiskuntavastainen servodatvuostásaš; (tuleva) boahttevaš; torstain vastaisena yönä duorastat čuovganeapmai, Venäjän vastainen raja Ruošša vuostásaš rádji"
"vastaisesti","vuostá"
"vastaisuus","vuostemiella ; boahtteáigi, vuostál astin:m"
"vastakaiku","dávástus"
"vastakanne","áššečuoččáldahttin"
"vastakarvaan","vuostejobtimii, vuostegulgii"
"vastakkain","vuostálaga"
"vastakkain","vuostálagaid, oktii čalmmiid, vuostálaga(id), oktii; (vastapäätä) buohtalagaid; (kasvokkain) oktii njuniid"
"vastakkainen","); buohtalas (attr.), vuostálas (attr, vuostálas (attr.)"
"vastakkainen","vuostálas"
"vastakkaiskulmat (pl.)","vuostálasčiegat (pl.)"
"vastakkaissivut (pl.)","vuostálassiiddut"
"vastakkaista sukupuolta oleva sukulainen avioliiton kautta","sivjjot"
"vastakkaisuus","vuostálasvuohta"
"vastakkaisuus, vastakohtaisuus","vuostálasvuohta"
"vastakohta","opposišuvdna, vuostegeahči"
"vastakohtaisuus","vuostálasvuohta"
"vastalahja","vuosteskeaŋka"
"vastalause","proteasta, vuostecealkámuš"
"vastale","vustolat, vuostálat"
"vastaluku (mat.)","vuostelohku"
"vastalypsetty(nä)","bahčinviđá"
"vastamaa","vuosteeana(n)"
"vastamäki","vustolat, vuostálat, ks. ylämäki"
"vastamäki, ylämäki, vastale","vuostálat"
"vastamäki, ylämäki, vastale","vuosttu"
"vastamyrkky","vuostemirko"
"vastanainut","easkkanáitalan, easkanáitalan"
"vastanäyttelijä","neavttárguoibmi"
"vastaote","vuostečárvva"
"vastapäätä","buohta, buohta; (toisiaan) buohtalagaid, (toisiaan) buohtalaga(id) ~ buohtal(a)"
"vastapaine","vuostedeatta"
"vastapaino","veaja"
"vastapaino","veaja, vuostedeaddu, veaja, vuostedeaddu, veajanas, -dj-:g"
"vastapaino","veajanas"
"vastapäivään","vuostebeaivái"
"vastapeluri","vuostespeal'li, ="
"vastapuikea","jorggobuiccas, -ic-#-buice"
"vastapuolen todistaja","vuostebeali vihtan"
"vastapuoli","opposišuvdna, vuostebealli"
"västäräkki (dábálaš)","beštor"
"västäräkki","beštor"
"västäräkki","beštor, Beštor"
"västäräkki","liidnʼelláš"
"vastarinta","vuostálastm:m, vuostálastin"
"vastasaaminen",", vuosteoažžun"
"vastasalvettu poro, kaskakka","gáskkit"
"vastaselitys","vuostečilgehus"
"vastassa","tiellä) dustet, leat ovddas, ovddal, (vastaanottamassa) leat ovddal; (vastapäätä) buohta, olla vastassa (esteenä, ovddas"
"vastassa, edeltä, edestä päin, vastaan; (korvamerkin sanasta, teosta:) päällä","ovddal"
"vastasukaan","vuostejohtimii"
"vastasuoritus","vuosteprestašuvdna"
"vastasuoritusvelvollinen","vuosteprestašuvdnageatnegas"
"vastasuoritusvelvollisuus","vuosteprestašuvdnageatnegasvuohta"
"vastasyntyneelle annettava lahja, syntymälahja; löytäjälle annettava lahja","šiella"
"vastasyntynyt vasa; (yhd.) vastasyntynyt","njuorat"
"vastasyntynyt","easkariegádan, vasa njuoratmiessi, njuorat-, lapsi njuoratmánná, easkkariegádan"
"vastasyntynyt, punaruskeakarvainen vasa","ruksesmiessi"
"vastasyyhyn","vuostejohtimii"
"vastasyyhyn, vastasukaan","vuostejohtimii"
"vastata (taloudesta)","holdet"
"vastata (vähän tai nopeasti porotokan reunaa)","golgŋet"
"vastata","caggat, (ottaa vastaan jllak) dustet (+kom.); (olla vastaava) vástidit ~ fástidit, vástidit ~ fástidit, dávistit; (olla esteenä) duostut, dávistit, vástidit, (kerran) dustet"
"vastata","vástidit"
"vastatakaaja","vuostedáhkideaddji"
"vastatakaus","vuostedáhkádus"
"vastatarjous","vuostefálaldat"
"vastatodistelu",", vuostevihtanuššan"
"vastattava",", passiiva"
"vastatusten","vuostálagaid, oktii njuniid"
"vastatuuleen, vastavirtaan","vuosttás"
"vastatuuli","vuostebiegga; vastatuuleen vuosttás, vuostebiggii, vuostebiegga, vastatuuleen vuosttás"
"vastatuuli, vastainen","vuosti"
"vastaus","dávástus, vástádus, vástádus ~ fástádus"
"vastaus; vastine","vástádus"
"vastavaikutus","reakšuvdna, vuosteváikkuhus, reaksuvdna"
"vastaväite","-ggo-, vuostenákkus, vuosteárvalus, vuostenákkus, vuosteárvalus"
"vastaväittäjä (väitöstilaisuudessa)","opponeanta; toimia vastaväittäjänä opponeret"
"vastaväittäjä","opponeanta, vuostanákkahalli"
"vastavakoilu","vuostespioneren, cagganbargu"
"vastavierailu","vuorrogal'ledeapmi"
"vastavirta","vastavirtaan vuostečáhcái, vuosttás, vuosterávdnji; vastavirtaan vuosterávdnjái, vuosterávdnji, vuostečáhcái, vastavirtaan vuosttás"
"vastavuoroinen","lotnolas (attr.); vastavuoroisesti lotnolassii"
"vastavuoroinen; vuoroittainen, kierrätyskäytössä oleva, kierto-, vuoro-","lotnolas"
"vastavuoroisesti; kierrättäen, vuoron perään, vuorollaan, vuorotellen","lotnolassii"
"vastavuoroisuus","vuostevurolašvuohta, buohttalas"
"vastedes","dás maŋás, dás duohko"
"vasten (jtak)","njeaiga ~ njeaigga, heitti seinää vasten bálkestii seainne njeaiga ~ vuostá, vasten mieltä vuostemillii, ajoi kiveä vasten vujii geađgge vuostá, vuostá ~ vuostái, torstaita vasten yöllä duorastat čuovganeapmai"
"vasten","njeaigga ~ njeaiga, vuostá ~ vuostái"
"vasten, pahki; päin, (suoraan) kohti; kohdalle","njeaiga"
"vastenmielinen (ihmisestä)","antipáhtalaš; (erit. ruoasta) lusttuh/eapme (-is)"
"vastenmielinen","(erit. ruoasta) lusttuheapme, ilgat:d#-is"
"vastenmielinen, ilkeänoloinen","ilgat"
"vastenmielisesti","ilgadit, fasttit; (vastahakoisesti) vuostemillii"
"vastenmielisyys (esineen tms.)","(ruoan) lusttuhisvuohta; (tunne) vuostemiella, ilgatvuohta"
"vastentahtoisesti","vuostemillii"
"vastikään","easkka ládje, varrasis, easkkabáliid, easka báliid, aiddobáliid, ovdalaš, aiddo, aiddo, varrasis"
"vastike","buhtadus, , buhtadas ~ buhtadus, buhtadas, máksu; (lauseen) vástta, máksu, -st-:g"
"vastikkeettomuus","buhttekeahtesvuohta, "
"vastine","-st-:g, vástta, dávástus; (sanan) vástta, vástádus ~ fástádus"
"vastine; vastike","vástta"
"vastoin","vuostá ~ vuostái; vastoin lakia lága vuostá, vuostá ~ vuostái, vastoin lakia lága vuostá"
"vastoinkäyminen","vuostegieđageavvan, vásttus, vuostegieđageavat:d, vuostegieđageavat"
"vastoinkäyminen, vastus, haitta","vásttus"
"vastus (sähk.)","cakkus"
"vastus","-ggo-, árru, hehttehus; (elekt.) cakkus, hehttehus; (sähk.) cakkus"
"vastustaa","vuostálastit"
"vastustaa","vuosttildit (soapmása), vuostáčuožžut, caggat, cakkastallat, vásttostit (S), vuosttaldit; vuostehágostit, vuostálastit, (jkta) vuostálastit, protesteret, duostut, caggat, vuosttaldit, vuostálastit"
"vastustaja","vuostálasti"
"vastustaja","vuosttaldeaddji, =, vuostálasti"
"vastustamaton","birgetmeahttun:m, caggameahttun:m, caggameahttun"
"vastustamaton","vuostáčuožžomeahttun"
"vastusteleva","vuosttaldahkes"
"vastustella (talutettaessa), tehdä tenää, tenätä, teniä (talutettaessa)","giŋgodit"
"vastustella (talutettaessa), tehdä tenää, teniä","ginccástahttit"
"vastustella (talutettaessa), tehdä tenää, teniä","giŋggástahttit"
"vastustella","cakkastaddat, vuostálastit, (jnk tekemistä) vuosttaldit (+akt.lok.), (jkta) vuosttaldit (soapmása)"
"vastustus","vuostálastin, vuosteháhku, vuostálastin:m"
"vastustus, vastahakoisuus, hangoittelu","vuosteháhku"
"vastustuskyky","vuostálastinnávccat (pl.)"
"vastustuskyly","vuostálastinnákca"
"vastuu","ovddasvástádus, , vástu, vástu"
"vastuualue","vástusuorgi"
"vastuuhenkilö","ovddasvástideaddji"
"vastuullinen","vásttolaš, ovddasvástáduslaš"
"vastuunjako",", vástujuohku"
"vastuunrajoitusehto","vásturáddjehuseaktu"
"vastuunrajoituslauseke","vásturáddjehusklausula, "
"vastuuntunto","vásttudovdu, ovddasvástádusdovdu"
"vastuuntuntoinen","luohtehahtti, ="
"vastuuton","vásttuh/eapme (-is), vásttuheapme"
"vastuuvakuutus","vástuoadju"
"vastuuvapaus","vástufriddjavuohta"
"vastuuvapauslauseke",", vástufriddjavuođacealkka"
"väsyä (katsomaan jtak), kyllästyttää jkta (jkin usein nähtävä)","čalmmástuvvat"
"väsyä (vähin erin; usein tai useista ihmisistä)","váibbadit"
"väsyä","váibalas, viessalas, (hieman) viessat, vies'si (-s), rassašuvvat; helposti väsyvä váibi (-s), vies'sil (-is) (ks. voipua), (katsomaan jtak) čalmmástuvvat (+ill.), váibat, (jstak t. tekemään jtak) váibat (+inf. ~ akt. lok), väsyin istumaan váiben čohkkát ~ čohkkámis, nuossat, váibil (-is), viessat, gievdat"
"väsyä","váibat"
"väsyksiin (asti)","váibamassii"
"väsyksiin","váibamassii"
"väsyksissä","váiban"
"väsymätön","(puhumaan tms.) gil'lil#-is, gil'lil (-is), váibameahttun, váibameahttun:m, giv/vi (-es), sávr/i (-res), sávri#sávrres"
"väsymätön, sitkeä (työnteossa)","givvi"
"väsymys","váibasat (pl.), váibbasvuohta"
"väsymys","váibbasvuohta"
"väsynyt","váibbas, váiban, -ib-#Ø"
"väsynyt; (pl.) väsymys","váibbas"
"väsyttää (kalaa)","gur'rehallat"
"väsyttää","váibadit"
"väsyttää","váibadit, dolkadit; minua väsyttää mun váibagohten, mus leat váibasat; (kalaa) gur'rehallat, dolkadit; häntä väsytti sus ledje váibasat"
"väsyttää, aiheuttaa väsymyksen tunne","váibbahit"
"vati","fáhtta, fáhtta ~ fáhta, ="
"vatkain","firon, vispil"
"vatkain, vispilä","firon"
"vatkain, vispilä","vispil"
"vatkata","vispet, vispilastit, fierrut"
"vatkata, hämmentää, sekoittaa, hiertää, pyöhtää; ryvettää","fierrut"
"vatkata, vispata","vispet"
"vatkata, vispata, vispilöidä","vispilastit"
"vátnamielalaš: vajaamielinen","vátna-"
"vatsa pystyssä kävelevä (raskaana olevasta naisesta)","rieppis"
"vatsa","sisan, -s (ne.), čoavji, -at, (pää ylhäällä) njoaskut, -nsa (jne., -t, -aan mielgga(id) ala ~ alde, -si, vatsalleen, vatsaani, -is (jne.), čoavjji ala ~ alde, kaatua vatsalleen gopmulit, (suu alaspäin) gopmut, ill.) čoavjáslan"
"vatsaevä","čoavjeveaksi, vuolleveaksi"
"vatsahaava","čoavjehávvi"
"vatsahappo","čoavjesuvri"
"vatsakalvo","čoavjecuozza"
"vatsakas","coavjái, čoavjá/i (-s)"
"vatsakas","čoavjái"
"vatsakatarri","čoavjevuolši"
"vatsakipu","čoavjebávččas"
"vatsalaukku","čoavjeseahkka"
"vatsalihas","čoavjedeahkki"
"vatsanahka","čoavjjevuolli, čoavjevuolli"
"vatsanahka","čoavjevuolli"
"vatsanturpoama (karitsoilla)","rimba"
"vatsanväänne","rožohat"
"vatsanväänne","rožohat, čoavječárvvohat, čoavjebonjahat"
"vatsaontelo (teuraalla)","maŋŋevuovda"
"vatsaontelo","čoavjevuovda"
"vatsapuu (poronvaljaissa)","čoavjemuorra"
"vatsasyöpä","čoavjeboras"
"vatsatanssi","čoavjedánsa"
"vatsatauti","čoavjedávda"
"vatsavyö (valjaissa)","čoavjebáddi"
"vatsavyö (valjaissa)","čoavjeboagán"
"vattu","gáiccamuorji"
"vätys","goidoš"
"vätys","ks. laiskuri, njáigu"
"vätystellä","ks. laiskotella"
"vauhdikas","mas lea leaktu, johtil#-is; (monenkirjava) girjái, jođá n# -is"
"vauhdilla, kovaa vauhtia, vikkelästi","leavttuid"
"vauhko (eläimestä)","hiras"
"vauhko","hiras"
"vauhko","hiras, ballalas, -rr-, -rp-#garpe-, naaraasta) cáiccas, -ic#cáice, árgi#árgges, (naisesta, (yl. ihmisestä) garppas"
"vauhko, raisu","spáhkis"
"vauhkoilla","hirastallat"
"vauhkoonnuttaa","hirrudit"
"vauhkoontua","hirasmit ~ hirasmuvvat ~ hirasnuvvat, (naisesta, naaraasta) cáiccáskit, bal'lát, hirasmuvvat"
"vauhkoontua","hirasmit"
"vauhkoontua","hirasmuvvat"
"vauhkoontua","hirrut"
"vauhti","fárta"
"vauhti","leahttu"
"vauhti","vauhdilla (hypäten) viegadettiin, sáhttu, vauhditta (hypäten) čuoččodettiin, leahttu, (hirbmat) leahtuin ~ sáhtuin, leaktu, leahttu ~ leaktu, fárttas, fárta, sáhttu; vauhdilla leavttuid, vauhdilla leavttuid, olles fártta"
